formula_id,spec,semantics,algorithm,mode,n_samples,m_runs,avg_total_s,std_total_s,avg_per_sample_s,std_per_sample_s,avg_per_sample_us,std_per_sample_us,benchmark_kind,interval_len
7,"F[0,1800] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005018879960,0.000065059246,0.000000250944,0.000000003253,0.250944,0.003253,general,1800
7,"F[0,1900] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005116931780,0.000092900196,0.000000255847,0.000000004645,0.255847,0.004645,general,1900
7,"F[0,2000] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005089655760,0.000076926019,0.000000254483,0.000000003846,0.254483,0.003846,general,2000
7,"F[0,2100] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005047617560,0.000067634509,0.000000252381,0.000000003382,0.252381,0.003382,general,2100
7,"F[0,2200] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005022020840,0.000078619605,0.000000251101,0.000000003931,0.251101,0.003931,general,2200
7,"F[0,2300] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005049155880,0.000100018620,0.000000252458,0.000000005001,0.252458,0.005001,general,2300
7,"F[0,2400] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005065462460,0.000057543484,0.000000253273,0.000000002877,0.253273,0.002877,general,2400
7,"F[0,2500] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005056472480,0.000088649887,0.000000252824,0.000000004432,0.252824,0.004432,general,2500
7,"F[0,2600] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005025034180,0.000050013078,0.000000251252,0.000000002501,0.251252,0.002501,general,2600
7,"F[0,2700] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005057161640,0.000070271100,0.000000252858,0.000000003514,0.252858,0.003514,general,2700
7,"F[0,2800] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005092322500,0.000100815436,0.000000254616,0.000000005041,0.254616,0.005041,general,2800
7,"F[0,2900] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005006137440,0.000062746019,0.000000250307,0.000000003137,0.250307,0.003137,general,2900
7,"F[0,3000] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005052917500,0.000068406550,0.000000252646,0.000000003420,0.252646,0.003420,general,3000
7,"F[0,3100] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005066964160,0.000115113280,0.000000253348,0.000000005756,0.253348,0.005756,general,3100
7,"F[0,3200] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005051776580,0.000077550749,0.000000252589,0.000000003878,0.252589,0.003878,general,3200
7,"F[0,3300] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005026578400,0.000058246056,0.000000251329,0.000000002912,0.251329,0.002912,general,3300
7,"F[0,3400] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005004955880,0.000070364288,0.000000250248,0.000000003518,0.250248,0.003518,general,3400
7,"F[0,3500] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005022695840,0.000085892798,0.000000251135,0.000000004295,0.251135,0.004295,general,3500
7,"F[0,3600] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005089242480,0.000121747181,0.000000254462,0.000000006087,0.254462,0.006087,general,3600
7,"F[0,3700] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005021039200,0.000059667522,0.000000251052,0.000000002983,0.251052,0.002983,general,3700
7,"F[0,3800] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005035005800,0.000044823675,0.000000251750,0.000000002241,0.251750,0.002241,general,3800
7,"F[0,3900] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005019469180,0.000075621972,0.000000250973,0.000000003781,0.250973,0.003781,general,3900
7,"F[0,4000] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.004976429160,0.000069290597,0.000000248821,0.000000003465,0.248821,0.003465,general,4000
7,"F[0,4100] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005005950020,0.000078005672,0.000000250298,0.000000003900,0.250298,0.003900,general,4100
7,"F[0,4200] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.004990197580,0.000063959307,0.000000249510,0.000000003198,0.249510,0.003198,general,4200
7,"F[0,4300] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005023296620,0.000098385833,0.000000251165,0.000000004919,0.251165,0.004919,general,4300
7,"F[0,4400] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005108037580,0.000085494728,0.000000255402,0.000000004275,0.255402,0.004275,general,4400
7,"F[0,4500] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005037394220,0.000063533903,0.000000251870,0.000000003177,0.251870,0.003177,general,4500
7,"F[0,4600] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005027210020,0.000050979028,0.000000251361,0.000000002549,0.251361,0.002549,general,4600
7,"F[0,4700] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.004984310000,0.000057400374,0.000000249215,0.000000002870,0.249215,0.002870,general,4700
7,"F[0,4800] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.005055988320,0.000085219181,0.000000252799,0.000000004261,0.252799,0.004261,general,4800
7,"F[0,4900] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.004998219100,0.000041816139,0.000000249911,0.000000002091,0.249911,0.002091,general,4900
7,"F[0,5000] (x > 0.0)",DelayedQuantitative,Incremental,online,20000,50,0.004971945080,0.000032099578,0.000000248597,0.000000001605,0.248597,0.001605,general,5000
1,(x < 0.5) and (x > -0.5),DelayedQualitative,Incremental,online,20000,50,0.003192967460,0.000048516152,0.000000159648,0.000000002426,0.159648,0.002426,general,0
2,"G[0,1000] (x > 0.5 -> F[0,100] (x < 0.0))",DelayedQualitative,Incremental,online,20000,50,0.007080627400,0.000075853039,0.000000354031,0.000000003793,0.354031,0.003793,general,1000
4,"(G[0,100] (x < 0.5)) or (G[100,150] (x > 0.0))",DelayedQualitative,Incremental,online,20000,50,0.006939947520,0.000122127489,0.000000346997,0.000000006106,0.346997,0.006106,general,100
5,"(x < 0.0) U[0,1] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.006047687500,0.000067610151,0.000000302384,0.000000003381,0.302384,0.003381,general,1
5,"(x < 0.0) U[0,100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.020273620040,0.000260062739,0.000001013681,0.000000013003,1.013681,0.013003,general,100
5,"(x < 0.0) U[0,200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.029884908240,0.000342349383,0.000001494245,0.000000017117,1.494245,0.017117,general,200
5,"(x < 0.0) U[0,300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.039569428440,0.000415671335,0.000001978471,0.000000020784,1.978471,0.020784,general,300
5,"(x < 0.0) U[0,400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.047022365920,0.000362398482,0.000002351118,0.000000018120,2.351118,0.018120,general,400
5,"(x < 0.0) U[0,500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.055177085860,0.000498032001,0.000002758854,0.000000024902,2.758854,0.024902,general,500
5,"(x < 0.0) U[0,600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.067597441600,0.000535042692,0.000003379872,0.000000026752,3.379872,0.026752,general,600
5,"(x < 0.0) U[0,700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.076550824160,0.000735798192,0.000003827541,0.000000036790,3.827541,0.036790,general,700
5,"(x < 0.0) U[0,800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.084075364860,0.000616624739,0.000004203768,0.000000030831,4.203768,0.030831,general,800
5,"(x < 0.0) U[0,900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.089902105940,0.000673870541,0.000004495105,0.000000033694,4.495105,0.033694,general,900
5,"(x < 0.0) U[0,1000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.097849183320,0.000570064766,0.000004892459,0.000000028503,4.892459,0.028503,general,1000
5,"(x < 0.0) U[0,1100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.111156540040,0.000784815190,0.000005557827,0.000000039241,5.557827,0.039241,general,1100
5,"(x < 0.0) U[0,1200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.119696055800,0.000914428176,0.000005984803,0.000000045721,5.984803,0.045721,general,1200
5,"(x < 0.0) U[0,1300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.126838101640,0.000675736635,0.000006341905,0.000000033787,6.341905,0.033787,general,1300
5,"(x < 0.0) U[0,1400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.135196558320,0.001143904031,0.000006759828,0.000000057195,6.759828,0.057195,general,1400
5,"(x < 0.0) U[0,1500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.143033218280,0.001056698281,0.000007151661,0.000000052835,7.151661,0.052835,general,1500
5,"(x < 0.0) U[0,1600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.151186075820,0.000967971392,0.000007559304,0.000000048399,7.559304,0.048399,general,1600
5,"(x < 0.0) U[0,1700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.158862137520,0.001022370704,0.000007943107,0.000000051119,7.943107,0.051119,general,1700
5,"(x < 0.0) U[0,1800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.165670535780,0.001125558358,0.000008283527,0.000000056278,8.283527,0.056278,general,1800
5,"(x < 0.0) U[0,1900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.174495598320,0.003235281550,0.000008724780,0.000000161764,8.724780,0.161764,general,1900
5,"(x < 0.0) U[0,2000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.188157892480,0.007374603147,0.000009407895,0.000000368730,9.407895,0.368730,general,2000
5,"(x < 0.0) U[0,2100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.194549827480,0.002680611432,0.000009727491,0.000000134031,9.727491,0.134031,general,2100
5,"(x < 0.0) U[0,2200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.201771889940,0.002060479516,0.000010088594,0.000000103024,10.088594,0.103024,general,2200
5,"(x < 0.0) U[0,2300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.207921540800,0.001379513756,0.000010396077,0.000000068976,10.396077,0.068976,general,2300
5,"(x < 0.0) U[0,2400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.213873192480,0.001114918637,0.000010693660,0.000000055746,10.693660,0.055746,general,2400
5,"(x < 0.0) U[0,2500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.220797545800,0.001008212067,0.000011039877,0.000000050411,11.039877,0.050411,general,2500
5,"(x < 0.0) U[0,2600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.227949479120,0.001499449651,0.000011397474,0.000000074972,11.397474,0.074972,general,2600
5,"(x < 0.0) U[0,2700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.234367527480,0.001480417966,0.000011718376,0.000000074021,11.718376,0.074021,general,2700
5,"(x < 0.0) U[0,2800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.240771633340,0.001298312696,0.000012038582,0.000000064916,12.038582,0.064916,general,2800
5,"(x < 0.0) U[0,2900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.247432230000,0.001504232235,0.000012371611,0.000000075212,12.371611,0.075212,general,2900
5,"(x < 0.0) U[0,3000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.253425335000,0.001739924175,0.000012671267,0.000000086996,12.671267,0.086996,general,3000
5,"(x < 0.0) U[0,3100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.258960580060,0.001524109437,0.000012948029,0.000000076205,12.948029,0.076205,general,3100
5,"(x < 0.0) U[0,3200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.264497743400,0.001122567056,0.000013224887,0.000000056128,13.224887,0.056128,general,3200
5,"(x < 0.0) U[0,3300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.272140463200,0.001617561392,0.000013607023,0.000000080878,13.607023,0.080878,general,3300
5,"(x < 0.0) U[0,3400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.278467858320,0.001553756392,0.000013923393,0.000000077688,13.923393,0.077688,general,3400
5,"(x < 0.0) U[0,3500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.284906031680,0.001298023473,0.000014245302,0.000000064901,14.245302,0.064901,general,3500
5,"(x < 0.0) U[0,3600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.289507458320,0.001568174492,0.000014475373,0.000000078409,14.475373,0.078409,general,3600
5,"(x < 0.0) U[0,3700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.296590681620,0.001872708354,0.000014829534,0.000000093635,14.829534,0.093635,general,3700
5,"(x < 0.0) U[0,3800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.301724224100,0.001667951239,0.000015086211,0.000000083398,15.086211,0.083398,general,3800
5,"(x < 0.0) U[0,3900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.308511041700,0.001690318564,0.000015425552,0.000000084516,15.425552,0.084516,general,3900
5,"(x < 0.0) U[0,4000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.313792083380,0.001657414541,0.000015689604,0.000000082871,15.689604,0.082871,general,4000
5,"(x < 0.0) U[0,4100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.327011854240,0.001606821128,0.000016350593,0.000000080341,16.350593,0.080341,general,4100
5,"(x < 0.0) U[0,4200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.332206260000,0.001913695655,0.000016610313,0.000000095685,16.610313,0.095685,general,4200
5,"(x < 0.0) U[0,4300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.339657657500,0.002487640105,0.000016982883,0.000000124382,16.982883,0.124382,general,4300
5,"(x < 0.0) U[0,4400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.345203060780,0.001907513699,0.000017260153,0.000000095376,17.260153,0.095376,general,4400
5,"(x < 0.0) U[0,4500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.350682904120,0.001393295149,0.000017534145,0.000000069665,17.534145,0.069665,general,4500
5,"(x < 0.0) U[0,4600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.356663440920,0.002039526106,0.000017833172,0.000000101976,17.833172,0.101976,general,4600
5,"(x < 0.0) U[0,4700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.363848556660,0.003222367157,0.000018192428,0.000000161118,18.192428,0.161118,general,4700
5,"(x < 0.0) U[0,4800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.366112022580,0.002640312012,0.000018305601,0.000000132016,18.305601,0.132016,general,4800
5,"(x < 0.0) U[0,4900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.371718140020,0.001764647716,0.000018585907,0.000000088232,18.585907,0.088232,general,4900
5,"(x < 0.0) U[0,5000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.376708500860,0.002003984978,0.000018835425,0.000000100199,18.835425,0.100199,general,5000
6,"G[0,1] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.002471747540,0.000021476932,0.000000123587,0.000000001074,0.123587,0.001074,general,1
6,"G[0,100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003059818340,0.000040903838,0.000000152991,0.000000002045,0.152991,0.002045,general,100
6,"G[0,200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003136395000,0.000034729302,0.000000156820,0.000000001736,0.156820,0.001736,general,200
6,"G[0,300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003170625760,0.000031728192,0.000000158531,0.000000001586,0.158531,0.001586,general,300
6,"G[0,400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003199051720,0.000046540250,0.000000159953,0.000000002327,0.159953,0.002327,general,400
6,"G[0,500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003207760040,0.000034785231,0.000000160388,0.000000001739,0.160388,0.001739,general,500
6,"G[0,600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003291291740,0.000056435111,0.000000164565,0.000000002822,0.164565,0.002822,general,600
6,"G[0,700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003297073260,0.000058848898,0.000000164854,0.000000002942,0.164854,0.002942,general,700
6,"G[0,800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003320625000,0.000053564294,0.000000166031,0.000000002678,0.166031,0.002678,general,800
6,"G[0,900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003343949160,0.000052373353,0.000000167197,0.000000002619,0.167197,0.002619,general,900
6,"G[0,1000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003297867520,0.000040761596,0.000000164893,0.000000002038,0.164893,0.002038,general,1000
6,"G[0,1100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003331020820,0.000043458187,0.000000166551,0.000000002173,0.166551,0.002173,general,1100
6,"G[0,1200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003327453360,0.000051174710,0.000000166373,0.000000002559,0.166373,0.002559,general,1200
6,"G[0,1300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003274660840,0.000026717998,0.000000163733,0.000000001336,0.163733,0.001336,general,1300
6,"G[0,1400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003254227560,0.000049237293,0.000000162711,0.000000002462,0.162711,0.002462,general,1400
6,"G[0,1500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003275820780,0.000042850817,0.000000163791,0.000000002143,0.163791,0.002143,general,1500
6,"G[0,1600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003287888280,0.000041785672,0.000000164394,0.000000002089,0.164394,0.002089,general,1600
6,"G[0,1700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003295321700,0.000047589431,0.000000164766,0.000000002379,0.164766,0.002379,general,1700
6,"G[0,1800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003339840000,0.000060305092,0.000000166992,0.000000003015,0.166992,0.003015,general,1800
6,"G[0,1900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003326397500,0.000029915838,0.000000166320,0.000000001496,0.166320,0.001496,general,1900
6,"G[0,2000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003302060860,0.000031703948,0.000000165103,0.000000001585,0.165103,0.001585,general,2000
6,"G[0,2100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003348550840,0.000046502906,0.000000167428,0.000000002325,0.167428,0.002325,general,2100
6,"G[0,2200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003331791660,0.000040292483,0.000000166590,0.000000002015,0.166590,0.002015,general,2200
6,"G[0,2300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003304023440,0.000032903706,0.000000165201,0.000000001645,0.165201,0.001645,general,2300
6,"G[0,2400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003317763380,0.000051330851,0.000000165888,0.000000002567,0.165888,0.002567,general,2400
6,"G[0,2500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003310705020,0.000046298555,0.000000165535,0.000000002315,0.165535,0.002315,general,2500
6,"G[0,2600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003301200000,0.000056806004,0.000000165060,0.000000002840,0.165060,0.002840,general,2600
6,"G[0,2700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003304176540,0.000029333594,0.000000165209,0.000000001467,0.165209,0.001467,general,2700
6,"G[0,2800] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003293813300,0.000057879900,0.000000164691,0.000000002894,0.164691,0.002894,general,2800
6,"G[0,2900] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003275235780,0.000036778645,0.000000163762,0.000000001839,0.163762,0.001839,general,2900
6,"G[0,3000] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003280755840,0.000040640412,0.000000164038,0.000000002032,0.164038,0.002032,general,3000
6,"G[0,3100] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003280193420,0.000049762952,0.000000164010,0.000000002488,0.164010,0.002488,general,3100
6,"G[0,3200] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003282788340,0.000041979580,0.000000164139,0.000000002099,0.164139,0.002099,general,3200
6,"G[0,3300] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003300978340,0.000070062826,0.000000165049,0.000000003503,0.165049,0.003503,general,3300
6,"G[0,3400] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003281995080,0.000045815031,0.000000164100,0.000000002291,0.164100,0.002291,general,3400
6,"G[0,3500] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003339954180,0.000055963933,0.000000166998,0.000000002798,0.166998,0.002798,general,3500
6,"G[0,3600] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003292779220,0.000030486444,0.000000164639,0.000000001524,0.164639,0.001524,general,3600
6,"G[0,3700] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.003295221620,0.000043533750,0.000000164761,0.000000002177,0.164761,0.002177,general,3700
